,ano,orgao,codigoOrgao,orgaoSuperior,codigoOrgaoSuperior,empenhado,liquidado,pago
187,2023,Ministério da Fazenda - Unidades com vínculo direto,25000,Ministério da Fazenda,25000,"2.276.062.910.432,44","2.051.453.974.371,39","2.048.998.247.989,19"
188,2023,Fundo Constitucional do Distrito Federal,25915,Ministério da Fazenda,25000,"16.109.178.854,60","15.560.387.132,34","14.996.672.785,53"
189,2023,Fundo de Garantia à Exportação,25914,Ministério da Fazenda,25000,"577.806.363,29","572.877.697,29","572.877.697,29"
190,2023,Fundo de Compensação de Variações Salariais,25901,Ministério da Fazenda,25000,"324.756.700,23","324.756.700,23","324.756.700,23"
191,2023,Superintendência de Seguros Privados,25208,Ministério da Fazenda,25000,"239.249.780,49","176.302.891,44","164.636.488,99"
192,2023,Comissão de Valores Mobiliários,25203,Ministério da Fazenda,25000,"221.286.690,30","147.525.450,95","135.365.263,63"
193,2023,Fundo de Estabilidade do Seguro Rural,25904,Ministério da Fazenda,25000,"22.033.360,74","21.828.089,71","22.033.360,74"
194,2016,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.135.258.356,10","3.135.258.356,10","2.975.963.103,18"
195,2017,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.382.027.985,51","3.382.027.985,51","3.198.778.652,07"
196,2018,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.586.572.860,46","3.586.572.860,46","3.364.443.221,73"
197,2019,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.727.724.988,23","3.727.724.998,23","3.684.197.201,06"
198,2020,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.807.028.969,85","3.806.828.969,85","3.772.425.314,39"
199,2021,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.884.910.374,28","3.875.287.685,13","3.691.083.779,36"
200,2022,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.897.702.832,00","3.858.325.928,52","3.565.672.991,35"
201,2023,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social - Unidades com vínculo direto,25201,Banco Central do Brasil - Orçamento Fiscal e Seguridade Social,25201,"3.610.543.610,97","2.849.086.510,95","2.579.773.521,18"
202,2016,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"56.741.388.750,05","49.551.349.592,57","49.539.806.030,55"
203,2016,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"5.579.616.626,39","4.983.250.451,20","4.980.730.901,20"
204,2016,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"3.780.012.652,45","3.697.705.996,17","3.675.239.730,96"
205,2016,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"3.268.022.889,38","3.007.596.429,04","2.969.018.943,35"
206,2016,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.286.278.590,73","2.205.470.555,29","2.183.512.762,17"
207,2016,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.055.935.988,38","2.014.037.307,93","1.961.008.645,82"
208,2016,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.720.692.512,52","1.672.090.765,61","1.653.811.542,39"
209,2016,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.679.403.252,12","1.657.180.329,25","1.653.071.999,76"
210,2016,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"1.709.151.955,31","1.646.576.111,22","1.638.092.483,98"
211,2016,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"1.855.898.174,98","1.638.744.123,35","1.636.805.852,51"
212,2016,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.710.350.037,17","1.616.734.600,21","1.603.882.713,67"
213,2016,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.703.639.160,66","1.609.662.100,59","1.601.762.215,47"
214,2016,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.594.269.732,04","1.541.922.198,21","1.541.109.519,72"
215,2016,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.647.046.513,93","1.544.567.678,96","1.538.796.767,64"
216,2016,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.628.898.455,85","1.542.011.792,47","1.535.090.814,35"
217,2017,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"58.491.587.065,33","52.314.252.952,47","52.303.468.707,15"
218,2017,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"3.961.205.354,67","3.896.209.906,43","3.863.799.762,14"
219,2017,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"4.546.451.910,31","3.839.483.539,70","3.839.483.539,70"
220,2017,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"3.985.763.026,32","3.700.100.696,22","3.668.335.808,40"
221,2017,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.493.369.364,61","2.381.251.225,39","2.369.967.436,96"
222,2017,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.316.989.181,97","2.225.221.587,87","2.214.044.835,93"
223,2017,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.893.954.405,97","1.844.296.261,21","1.834.893.933,41"
224,2017,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"1.897.432.893,51","1.818.934.086,47","1.810.298.568,29"
225,2017,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.806.059.551,66","1.774.173.982,59","1.768.557.927,08"
226,2017,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.878.496.161,16","1.761.461.386,74","1.755.524.879,80"
227,2017,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"1.859.848.079,46","1.749.180.615,66","1.747.522.676,42"
228,2017,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.874.140.732,28","1.753.117.767,80","1.733.125.919,67"
229,2017,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.763.069.755,67","1.716.941.444,99","1.714.190.287,61"
230,2017,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.966.373.815,41","1.710.686.478,91","1.706.075.089,57"
231,2017,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.710.080.556,55","1.633.180.850,37","1.624.285.779,20"
232,2018,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"57.314.941.047,04","47.703.396.688,28","47.692.355.141,19"
233,2018,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"5.225.243.385,05","4.816.606.391,95","4.530.377.623,69"
234,2018,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"4.016.243.944,85","3.937.578.368,08","3.686.540.534,17"
235,2018,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"3.756.142.524,29","3.264.845.841,61","3.259.179.089,20"
236,2018,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.415.944.515,56","2.344.227.827,28","2.192.288.818,25"
237,2018,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.414.089.011,04","2.279.389.256,88","2.135.851.954,45"
238,2018,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.964.634.938,38","1.895.604.235,95","1.782.142.808,18"
239,2018,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"1.946.483.944,85","1.883.924.356,90","1.762.352.297,26"
240,2018,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.896.886.455,10","1.873.792.349,75","1.759.158.537,76"
241,2018,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"1.965.873.357,14","1.843.712.627,33","1.732.419.931,93"
242,2018,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.982.789.397,65","1.857.294.675,67","1.731.709.981,71"
243,2018,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.867.017.473,16","1.806.649.522,75","1.684.544.069,95"
244,2018,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.839.599.030,63","1.786.888.724,88","1.644.951.036,25"
245,2018,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.875.108.978,80","1.716.398.298,36","1.595.071.654,65"
246,2018,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.757.400.491,85","1.678.274.475,71","1.561.061.621,68"
247,2019,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"56.394.563.502,38","43.608.306.050,13","43.593.069.402,81"
248,2019,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"5.975.160.025,78","5.411.933.459,49","5.087.566.958,19"
249,2019,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"4.106.661.707,54","3.749.652.335,21","3.743.873.152,31"
250,2019,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"4.167.838.657,17","3.987.763.490,96","3.733.334.147,74"
251,2019,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.475.981.477,14","2.410.242.317,49","2.250.113.795,00"
252,2019,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.406.824.008,55","2.328.958.622,83","2.180.153.807,17"
253,2019,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"2.055.958.382,37","1.999.160.761,52","1.874.445.303,68"
254,2019,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"2.046.111.468,26","1.959.478.779,70","1.840.054.727,39"
255,2019,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.968.902.494,32","1.938.849.855,96","1.811.193.043,33"
256,2019,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.999.716.927,78","1.911.616.188,04","1.790.464.811,16"
257,2019,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"1.992.876.179,68","1.845.106.499,65","1.741.250.070,88"
258,2019,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.906.461.675,83","1.846.261.315,50","1.725.471.856,19"
259,2019,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.886.088.082,12","1.834.748.077,51","1.691.972.822,83"
260,2019,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.918.659.629,59","1.805.836.712,58","1.656.181.601,05"
261,2019,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.763.191.868,03","1.713.830.893,39","1.610.705.131,60"
262,2020,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"47.931.776.674,75","37.683.086.299,69","37.668.659.317,20"
263,2020,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"7.943.104.937,19","7.144.331.045,60","6.712.898.908,95"
264,2020,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"4.158.880.420,78","4.036.787.394,20","3.805.025.965,57"
265,2020,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"3.451.763.702,40","2.999.117.003,01","2.992.374.868,91"
266,2020,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.508.246.789,64","2.419.402.743,40","2.284.283.916,38"
267,2020,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.384.510.727,98","2.253.606.082,39","2.115.246.722,95"
268,2020,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"1.997.143.732,08","1.938.418.238,37","1.824.942.274,07"
269,2020,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"1.968.764.533,96","1.925.267.736,53","1.807.777.358,71"
270,2020,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"2.144.305.961,89","1.910.431.794,82","1.802.182.955,01"
271,2020,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.969.751.966,93","1.901.972.200,12","1.757.876.172,80"
272,2020,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.898.895.050,97","1.834.709.231,90","1.731.338.987,49"
273,2020,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"2.006.701.829,92","1.833.384.970,88","1.712.868.159,65"
274,2020,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.895.154.922,10","1.813.526.870,83","1.697.701.927,12"
275,2020,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.944.171.174,22","1.787.973.902,71","1.667.037.227,28"
276,2020,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.730.049.843,14","1.658.889.077,61","1.560.696.160,27"
277,2021,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"55.278.791.308,84","45.578.348.451,91","45.565.320.445,42"
278,2021,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"8.561.589.383,31","7.764.079.251,21","7.393.141.167,23"
279,2021,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"4.024.479.923,27","3.925.137.674,79","3.671.238.963,91"
280,2021,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"3.310.354.999,16","3.099.032.577,90","3.093.192.803,12"
281,2021,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.455.673.678,66","2.407.940.195,41","2.271.289.118,05"
282,2021,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.358.091.160,38","2.254.491.781,71","2.096.526.494,78"
283,2021,Universidade Federal do Rio Grande do Sul,26244,Ministério da Educação,26000,"2.213.065.593,80","2.097.464.661,46","1.892.891.310,45"
284,2021,Universidade Federal da Bahia,26232,Ministério da Educação,26000,"1.976.394.942,90","1.934.287.964,44","1.816.728.784,77"
285,2021,Universidade Federal da Paraíba,26240,Ministério da Educação,26000,"1.962.351.790,77","1.917.716.926,07","1.772.597.344,61"
286,2021,Fundação Universidade de Brasília,26271,Ministério da Educação,26000,"2.041.449.714,99","1.879.173.735,71","1.766.993.457,71"
287,2021,Universidade Federal do Paraná,26241,Ministério da Educação,26000,"1.914.421.021,24","1.853.497.481,16","1.744.400.972,07"
288,2021,Universidade Federal de Santa Catarina,26246,Ministério da Educação,26000,"1.938.285.518,58","1.848.251.243,52","1.716.715.244,45"
289,2021,Universidade Federal do Rio Grande do Norte,26243,Ministério da Educação,26000,"1.900.063.681,47","1.814.907.756,60","1.694.926.308,59"
290,2021,Universidade Federal de Pernambuco,26242,Ministério da Educação,26000,"1.899.962.127,28","1.816.842.902,97","1.692.040.398,32"
291,2021,Universidade Federal do Ceará,26233,Ministério da Educação,26000,"1.700.548.912,62","1.671.897.824,40","1.571.152.887,47"
292,2022,Fundo Nacional de Desenvolvimento da Educação,26298,Ministério da Educação,26000,"70.421.192.535,98","59.321.166.968,44","59.260.915.543,98"
293,2022,Empresa Brasileira de Serviços Hospitalares,26443,Ministério da Educação,26000,"8.943.488.442,74","7.957.706.289,44","7.394.666.905,10"
294,2022,Universidade Federal do Rio de Janeiro,26245,Ministério da Educação,26000,"4.034.956.900,22","3.988.744.860,81","3.741.173.654,13"
295,2022,Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,26291,Ministério da Educação,26000,"3.473.968.465,27","3.003.948.973,85","2.995.822.727,51"
296,2022,Universidade Federal de Minas Gerais,26238,Ministério da Educação,26000,"2.515.165.577,72","2.466.652.440,67","2.326.501.618,26"
297,2022,Universidade Federal Fluminense,26236,Ministério da Educação,26000,"2.401.292.561,25","2.267.430.687,10","2.152.652.001,04"
